pathway	your_input	Souris_tax_id(10090)	entrez(10090)	gene_symbol(10090)	title(10090)	location(10090)	chrom(10090)	status(10090)	type(10090)	aliases(10090)	database(10090)	humain_tax_id(9606)	entrez(9606)	gene_symbol(9606)	title(9606)	location(9606)	chrom(9606)	status(9606)	type(9606)	aliases(9606)	database(9606)
Glycolysis	Hkdc1	10090	216019	Hkdc1	hexokinase domain containing 1	10 B4|10 32.4 cM	10	active	protein-coding	[BC016235, ENSMUSG00000020080, OTTMUSG00000024651, 2384910, MGI:2384910]	EpiMed GENSYM	9606	80201	HKDC1	hexokinase domain containing 1	10q22.1	10	active	protein-coding	[ENSG00000156510, FLJ22761, Q2TB90, OTTHUMG00000018371, FLJ37767, MGI:2384910, 23302, RGD:2321830, MIM:617221, CCDS7288, uc001jpf.4, RP92, HKDC1, NM_025130, HGNC:23302]	NCBI GENE
Ketone	Hmgcl	10090	15356	Hmgcl	3-hydroxy-3-methylglutaryl-Coenzyme A lyase	4 D3|4 68.14 cM	4	active	protein-coding	[AW476067, HL, ENSMUSG00000028672, MGI:96158, 96158, OTTMUSG00000009847]	EpiMed GENSYM	9606	3155	HMGCL	3-hydroxy-3-methylglutaryl-CoA lyase	1p36.11	1	active	protein-coding	[BC010570, uc001bib.4, P35914, CCDS53279, HL, MIM:613898, MGI:96158, ENSG00000117305, HGNC:5005, HMGCL, OTTHUMG00000002963, CCDS243, 5005, RGD:620554, HMGCL1, NM_000191]	NCBI GENE
Ketone	Hmgcll1	10090	208982	Hmgcll1	3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase-like 1	9 D|9 42.43 cM	9	active	protein-coding	[ENSMUSG00000007908, MGI:2446108, OTTMUSG00000027403, BC037381, 2446108]	EpiMed GENSYM	9606	54511	HMGCLL1	3-hydroxy-3-methylglutaryl-CoA lyase like 1	6p12.1	6	active	protein-coding	[bA418P12.1, HGNC:21359, CCDS75473, CCDS75472, ENSG00000146151, AK055075, DKFZP434G1411, XM_166383, MIM:619050, ERCHL, 21359, er-cHL, CCDS43475, MGI:2446108, CCDS43474, uc003pco.4, OTTHUMG00000014902, Q8TB92, RGD:1565090, HMGCLL1]	NCBI GENE
ERstress	Hmgcr	10090	15357	Hmgcr	3-hydroxy-3-methylglutaryl-Coenzyme A reductase	13 D1|13 50.65 cM	13	active	protein-coding	[Red, HMG-C, Re, 96159, MGI:96159, OTTMUSG00000035511, ENSMUSG00000021670, HMG-CoAR]	EpiMed GENSYM	9606	3156	HMGCR	3-hydroxy-3-methylglutaryl-CoA reductase	5q13.3	5	active	protein-coding	[MIM:142910, LDLCQ3, OTTHUMG00000102069, MGI:96159, NM_000859, HMGCR, HGNC:5006, ENSG00000113161, CCDS4027, LGMDR28, CCDS47234, RGD:2803, 5006, MYPLG, uc003kdp.4, P04035]	NCBI GENE
Ketone	Hmgcs1	10090	208715	Hmgcs1	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1	13 D2.3|13	13	active	protein-coding	[ENSMUSG00000093930, B130032C06Rik, MGI:107592, 107592]	EpiMed GENSYM	9606	3157	HMGCS1	3-hydroxy-3-methylglutaryl-CoA synthase 1	5p12	5	active	protein-coding	[NM_001098272, HMGCS1, CCDS34154, HMGCS, ENSG00000112972, Q01581, uc003jnq.6, MGI:107592, OTTHUMG00000162231, RGD:70970, 5007, CMYO28, MIM:142940, HGNC:5007]	NCBI GENE
ERstress	Hmgcs1	10090	208715	Hmgcs1	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1	13 D2.3|13	13	active	protein-coding	[ENSMUSG00000093930, B130032C06Rik, MGI:107592, 107592]	EpiMed GENSYM	9606	3157	HMGCS1	3-hydroxy-3-methylglutaryl-CoA synthase 1	5p12	5	active	protein-coding	[NM_001098272, HMGCS1, CCDS34154, HMGCS, ENSG00000112972, Q01581, uc003jnq.6, MGI:107592, OTTHUMG00000162231, RGD:70970, 5007, CMYO28, MIM:142940, HGNC:5007]	NCBI GENE
Ketone	Hmgcs2	10090	15360	Hmgcs2	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2	3 F2.2|3 42.74 cM	3	active	protein-coding	[MGI:101939, 101939, ENSMUSG00000027875, mHS, mH, 1300002P16, OTTMUSG00000026370]	EpiMed GENSYM	9606	3158	HMGCS2	3-hydroxy-3-methylglutaryl-CoA synthase 2	1p12	1	active	protein-coding	[CCDS53353, LRG_447, BC044217, uc001eid.4, P54868, OTTHUMG00000012101, NM_005518, MGI:101939, CCDS905, ENSG00000134240, RGD:2804, MIM:600234, HMGCS2, 5008, HGNC:5008]	NCBI GENE
Antioxydant	Hp	10090	15439	Hp	haptoglobin	8 D3|8 57.11 cM	8	active	protein-coding	[pre, OTTMUSG00000061918, preHP2, HP-, zo, 96211, HP-1, ENSMUSG00000031722, MGI:96211]	EpiMed GENSYM	9606	9843	HEPH	hephaestin	Xq12	X	active	protein-coding	[Q9BQS7, OTTHUMG00000021732, CCDS48133, MIM:300167, Hp, MGI:1332240, NM_138737, CCDS14384, CCDS14385, HEPH, KIAA0698, CCDS65277, RGD:71060, AB014598, 4866, HGNC:4866, CPL, ENSG00000089472, uc011moz.4]	EpiMed GENALIAS
Fatty Acid synthesis	Hsd17B12	10090	56348	Hsd17b12	hydroxysteroid (17-beta) dehydrogenase 12	2 E1|2 51.62 cM	2	active	protein-coding	[ENSMUSG00000027195, 1926967, 2610510O05Rik, Kik1, KIK-I, MGI:1926967, KIK, AI172963, OTTMUSG00000015008]	NCBI GENE	9606	51144	HSD17B12	hydroxysteroid 17-beta dehydrogenase 12	11p11.2	11	active	protein-coding	[NM_016142, ENSG00000149084, uc001mxq.5, HSD17B12, Q53GQ0, AF078850, HGNC:18646, CCDS7905, RGD:708367, OTTHUMG00000166403, SDR12C1, MGI:1926967, KAR, 18646, MIM:609574]	NCBI GENE
LTP	Hsd17B4	10090	15488	Hsd17b4	hydroxysteroid (17-beta) dehydrogenase 4	18 D1|18 27.24 cM	18	active	protein-coding	[105089, 17[b]-HS, 17[b]-HSD, MPF-2, perMFE-2, OTTMUSG00000021126, MFE-2, perMFE, MGI:105089, Mfp-2, Mfp-, DBP, ENSMUSG00000024507, MFP, MFP2, 17-beta-HSD]	NCBI GENE	9606	3295	HSD17B4	hydroxysteroid 17-beta dehydrogenase 4	5q23.1	5	active	protein-coding	[NM_000414, CCDS56379, CCDS56378, MFP-2, RGD:621806, SDR8C1, PRLTS1, ENSG00000133835, OTTHUMG00000128899, 5213, uc003ksj.4, HSD17B4, MPF-2, P51659, MFE-2, MGI:105089, HGNC:5213, DBP, CCDS4126, MIM:601860, CCDS78052, CCDS78051]	NCBI GENE
LTP	Hsdl2	10090	72479	Hsdl2	hydroxysteroid dehydrogenase like 2	4 B3|4 32.69 cM	4	active	protein-coding	[ENSMUSG00000028383, MGI:1919729, OTTMUSG00000007335, 2610207I16Rik, 1919729]	EpiMed GENSYM	9606	84263	HSDL2	hydroxysteroid dehydrogenase like 2	9q32	9	active	protein-coding	[OTTHUMG00000020504, HSDL2, Q6YN16, 18572, HGNC:18572, uc004bga.3, RGD:1305387, ENSG00000119471, MGI:1919729, AY093428, NM_032303, SDR13C1, C9orf99, CCDS56582, CCDS43864]	NCBI GENE
ERstress	Hsp90B1	10090	22027	Hsp90b1	heat shock protein 90, beta (Grp94), member 1	10 C1|10 43.05 cM	10	active	protein-coding	[98817, ERp, Tra, GRP, Tar, endoplasmin, Tra1, GRP94, ENSMUSG00000020048, ERp99, OTTMUSG00000020538, gp9, MGI:98817, Tra-1, TA-3, gp96, end, Targ2, Tr]	NCBI GENE	9606	7184	HSP90B1	heat shock protein 90 beta family member 1	12q23.3	12	active	protein-coding	[HEL35, CCDS9094, ECGP, GP96, OTTHUMG00000170118, P14625, TRA1, HGNC:12028, GRP94, HEL-S-125m, HSP90B1, AY040226, RGD:1310482, uc001tkb.3, MGI:98817, ENSG00000166598, NM_003299, MIM:191175, 12028]	NCBI GENE
ERstress	Hspa5	10090	14828	Hspa5	heat shock protein 5	2 B|2 22.94 cM	2	active	protein-coding	[SEZ-7, 95835, B, AU019543, 78kD, D2Wsu141, Grp, Sez7, Sez, D2Wsu17, mBiP, ENSMUSG00000026864, D2Wsu17e, MGI:95835, baffled, baffl, Hsce7, Bip, D2Wsu141e, AL022860, OTTMUSG00000012014, mB, Grp78, Hsce70]	EpiMed GENSYM	9606	3309	HSPA5	heat shock protein family A (Hsp70) member 5	9q33.3	9	active	protein-coding	[uc004bpn.4, HSPA5, MIM:138120, ENSG00000044574, BiP, BIP, GRP78, CCDS6863, NM_005347, MIF2, HEL-S-89n, P11021, MGI:95835, OTTHUMG00000020672, 5238, RGD:2843, HGNC:5238]	NCBI GENE
mtUPR	Hspa9	10090	15526	Hspa9	heat shock protein 9	18 B1|18 18.8 cM	18	active	protein-coding	[Hspa9a, C, GRP, mthsp, 96245, MGI:96245, Csa, Mthsp70, OTTMUSG00000037646, Hsc74, PBP, mo, Mot2, Hsp, Mot-2, mot-, 74kDa, Hs, ENSMUSG00000024359, Hsp74, Pbp74, Mortalin, Hsp74a, Grp75, Hsc7]	EpiMed GENSYM	9606	3313	HSPA9	heat shock protein family A (Hsp70) member 9	5q31.2	5	active	protein-coding	[RGD:1311806, mot-2, 5244, OTTHUMG00000129206, MTHSP75, MGI:96245, ENSG00000113013, P38646, CSA, HGNC:5244, CCDS4208, SAAN, HSPA9, SIDBA4, MOT2, CRP40, HEL-S-124m, GRP75, EVPLS, MIM:600548, MOT, mthsp75, GRP-75, HSPA9B, NM_004134, uc003ldf.4, PBP74, L11066]	NCBI GENE
TCA	Idh1	10090	15926	Idh1	isocitrate dehydrogenase 1 (NADP+), soluble	1 C2- C3|1 32.91 cM	1	active	protein-coding	[Idh-1, Idh-, 96413, ENSMUSG00000025950, MGI:96413, Idpc, OTTMUSG00000021898, AI314845, Id-, E030024J03Rik, AI788952, ID, Id-1]	EpiMed GENSYM	9606	3417	IDH1	isocitrate dehydrogenase (NADP(+)) 1	2q34	2	active	protein-coding	[uc002vcu.5, RGD:2862, 5382, IDH1, O75874, HGNC:5382, OTTHUMG00000132943, NM_005896, CCDS2381, MGI:96413, IDH, LRG_610, IDPC, HEL-S-26, ENSG00000138413, IDP, HEL-216, IDCD, MIM:147700, PICD]	NCBI GENE
TCA	Idh2	10090	269951	Idh2	isocitrate dehydrogenase 2 (NADP+), mitochondrial	7 D2|7 45.43 cM	7	active	protein-coding	[ENSMUSG00000030541, Idh-2, E430004F23, Idh-, OTTMUSG00000024961, 96414, IDPm, MGI:96414, ID]	EpiMed GENSYM	9606	3418	IDH2	isocitrate dehydrogenase (NADP(+)) 2	15q26.1	15	active	protein-coding	[CCDS76792, 5383, IDHM, LRG_611, CCDS10359, IDH2, HGNC:5383, MGI:96414, IDH, ICD-M, IDP, MIM:147650, D2HGA2, mNADP-IDH, IDH-2, ENSG00000182054, RGD:1597139, OTTHUMG00000149815, IDPM, uc002box.4, NM_001289910, P48735]	NCBI GENE
TCA	Idh3A	10090	67834	Idh3a	isocitrate dehydrogenase 3 (NAD+) alpha	9 A5.3|9 29.7 cM	9	active	protein-coding	[1915084, ENSMUSG00000032279, 1110003P10Rik, OTTMUSG00000063242, MGI:1915084, 1500012E04Rik, AA407078, AI316514]	NCBI GENE	9606	3419	IDH3A	isocitrate dehydrogenase (NAD(+)) 3 catalytic subunit alpha	15q25.1	15	active	protein-coding	[5384, MGI:1915084, CCDS10297, RGD:70889, P50213, ENSG00000166411, RP90, uc002bdd.4, MIM:601149, HGNC:5384, NM_005530, OTTHUMG00000143732, IDH3A]	NCBI GENE
TCA	Idh3B	10090	170718	Idh3b	isocitrate dehydrogenase 3 (NAD+) beta	2 F1|2 63.2 cM	2	active	protein-coding	[OTTMUSG00000015521, 2158650, C78231, ENSMUSG00000027406, MGI:2158650]	NCBI GENE	9606	3420	IDH3B	isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit beta	20p13	20	active	protein-coding	[5385, CCDS74696, RP46, CCDS82594, MIM:604526, NM_001258384, O43837, MGI:2158650, RGD:621881, OTTHUMG00000031699, CCDS13031, CCDS13032, HGNC:5385, IDH3B, uc002wgp.4, ENSG00000101365]	NCBI GENE
TCA	Idh3G	10090	15929	Idh3g	isocitrate dehydrogenase 3 (NAD+), gamma	X A7.3|X 37.41 cM	X	active	protein-coding	[MGI:1099463, ENSMUSG00000002010, OTTMUSG00000017673, 1099463]	NCBI GENE	9606	3421	IDH3G	isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit gamma	Xq28	X	active	protein-coding	[MGI:1099463, P51553, RGD:2863, OTTHUMG00000024219, 5386, IDH3G, H-IDHG, MIM:300089, CCDS14730, ENSG00000067829, HGNC:5386, NM_004135, uc004fip.4, RP99, CCDS44019]	NCBI GENE
PPP	Idnk	10090	75731	Idnk	idnK gluconokinase homolog (E. coli)	13 B1|13 30.95 cM	13	active	protein-coding	[MGI:1922981, 1922981, 5133401N09Rik, ENSMUSG00000050002]	EpiMed GENSYM	9606	414328	IDNK	IDNK gluconokinase	9q21.32	9	active	protein-coding	[MGI:1922981, OTTHUMG00000020105, MIM:611343, CCDS35048, HGNC:31367, RGD:1564546, 31367, bA522I20.2, C9orf103, uc004amu.4, CCDS59134, Q5T6J7, ENSG00000148057, IDNK, NM_001001551, hGntK, BC036421]	NCBI GENE
Antioxydant	hp	10090	264134	Ift56	intraflagellar transport 56	6 B1|6 17.76 cM	6	active	protein-coding	[9330141E21Rik, hop, h, hp, Ift56, hpy, MGI:2444853, OTTMUSG00000034251, Ttc26, 9430097H08Rik, 2444853, ENSMUSG00000056832]	EpiMed GENALIAS	9606	10395	DLC1	DLC1 Rho GTPase activating protein	8p22	8	active	protein-coding	[p122-RhoGAP, ARHGAP7, HP, CCDS5990, CCDS5991, MGI:1354949, HGNC:2897, AF035119, RGD:68416, CCDS55201, NM_182643, ENSG00000288673, STARD12, MIM:604258, Q96QB1, CCDS83253, OTTHUMG00000090825, CCDS5989, 2897, DLC1, uc003wwm.3, ENSG00000164741, DLC-1, NM_006094]	NCBI GENE
AminoAcids	Gpt	10090	76282	Gpt	glutamic pyruvic transaminase, soluble	15 D3|15 36.28 cM	15	active	protein-coding	[ENSMUSG00000022546, A, 95802, Gpt-1, Gpt-, 2310022B03Rik, ALT1, Gpt1, MGI:95802, ALT, 1300007J06Rik]	EpiMed GENSYM	9606	2875	GPT	glutamic--pyruvic transaminase	8q24.3	8	active	protein-coding	[MIM:138200, AAT1, P24298, 4552, GPT1, ALT, GPT, NM_005309, OTTHUMG00000165176, CCDS6430, ENSG00000172269, uc033cct.2, HGNC:4552, ALT1, MGI:95802, RGD:621720, SGPT, ENSG00000167701]	NCBI GENE
AminoAcids	Gpt2	10090	108682	Gpt2	glutamic pyruvate transaminase (alanine aminotransferase) 2	8 C3|8 41.61 cM	8	active	protein-coding	[C87201, MGI:1915391, ALT2, AU041193, OTTMUSG00000023224, AU014768, AL, ENSMUSG00000031700, 4631422C05Rik, 1915391]	EpiMed GENSYM	9606	84706	GPT2	glutamic--pyruvic transaminase 2	16q11.2	16	active	protein-coding	[MIM:138210, Q8TD30, MGI:1915391, NEDSPM, GPT2, CCDS10725, 18062, NM_001142466, ENSG00000166123, uc002eel.4, CCDS45478, GPT 2, OTTHUMG00000132541, ALT2, MRT49, RGD:1305462, HGNC:18062]	NCBI GENE
LTPmito	Immt	10090	76614	Immt	inner membrane protein, mitochondrial	6 C1|6 32.21 cM	6	active	protein-coding	[1923864, HM, D830041H16Rik, P8, HMP, Mico, P87, P89, P87/89, Micos60, P87/8, mit, OTTMUSG00000035844, 1700082C19Rik, MGI:1923864, ENSMUSG00000052337]	EpiMed GENSYM	9606	10989	IMMT	inner membrane mitochondrial protein	2p11.2|2	2	active	protein-coding	[PIG52, NM_006839, D21094, P87, Mic60, P89, MINOS2, CCDS46357, CCDS46356, CCDS46355, MIM:600378, Q16891, ENSG00000132305, PIG4, MICOS60, 6047, IMMT, HMP, OTTHUMG00000153170, P87/89, RGD:1310684, uc002sqz.4, HGNC:6047, MGI:1923864]	NCBI GENE
ERstress	Insig1	10090	231070	Insig1	insulin induced gene 1	5 B1|5 13.94 cM	5	active	protein-coding	[Insig-1, OTTMUSG00000042425, 1916289, ENSMUSG00000045294, MGI:1916289, 1810013C12Rik, Ins]	EpiMed GENSYM	9606	3638	INSIG1	insulin induced gene 1	7q36.3	7	active	protein-coding	[MIM:602055, HGNC:6083, INSIG1, MGI:1916289, CL6, 6083, CL-6, RGD:708457, ENSG00000186480, uc003wly.3, NM_198336, OTTHUMG00000151330, CCDS5938, CCDS5939, MGC1405, O15503]	NCBI GENE
ERstress	Insig2	10090	72999	Insig2	insulin induced gene 2	1 E2.3|1 52.91 cM	1	active	protein-coding	[Insig-2, OTTMUSG00000034839, ENSMUSG00000003721, 2900053I11Rik, MGI:1920249, C730043J18Rik, 1920249, Ins]	EpiMed GENSYM	9606	51141	INSIG2	insulin induced gene 2	2q14.1-q14.2	2	active	protein-coding	[NM_016133, 20452, INSIG-2, INSIG2, Q9Y5U4, uc002tlk.4, AF527632, CCDS2122, ENSG00000125629, OTTHUMG00000058518, RGD:631417, MIM:608660, MGI:1920249, HGNC:20452]	NCBI GENE
Detox	ABCC10	10090	320727	Ipo8	importin 8	6 G3|6 78.57 cM	6	active	protein-coding	[C130009K11Rik, 6230418K12Rik, OM-1, MRP7, ENSMUSG00000040029, OM-, Ra, MGI:2444611, Om1, Ranbp8, 2444611, Abcc10, Om, OTTMUSG00000026161]	NCBI GENE										
TCA	CS	10090	70599	Itprid2	ITPR interacting domain containing 2	2 C3|2 47.58 cM	2	active	protein-coding	[CS1, mKIAA1927, Ss, SPA, 5730488C15Rik, CS-1, K, SPAG13, 1917849, ENSMUSG00000027007, Ssfa2, CS, KRAP, MGI:1917849, CS-, OTTMUSG00000013318]	EpiMed GENALIAS										
Antioxydant	Kdm3B	10090	277250	Kdm3b	KDM3B lysine (K)-specific demethylase 3B	18 B1|18 18.73 cM	18	active	protein-coding	[5830462I21Rik, 1923356, Jmjd1b, JHDM2B, ENSMUSG00000038773, mKIAA1082, MGI:1923356]	NCBI GENE	9606	51780	KDM3B	lysine demethylase 3B	5q31.2	5	active	protein-coding	[KIAA1082, KDM3B, JMJD1B, CCDS34242, DIJOS, RGD:1583423, Q7LBC6, 5qNCA, OTTHUMG00000163469, ENSG00000120733, 1337, uc003lcy.1, C5orf7, NET22, HGNC:1337, AF251039, MIM:609373, NM_016604, MGI:1923356]	NCBI GENE
LTP	RBP2	10090	214899	Kdm5a	lysine demethylase 5A	6 F1|6 56.95 cM	6	active	protein-coding	[C76986, Rbbp2, ENSMUSG00000030180, MGI:2136980, Jarid1a, OTTMUSG00000023926, RB, 2136980, AA409370, Rbb, RBP2, Jar]	EpiMed GENALIAS										
PPP	fbp2	10090	16549	Khsrp	KH-type splicing regulatory protein	17 D|17 29.63 cM	17	active	protein-coding	[1336214, Fubp2, MGI:1336214, ENSMUSG00000007670, Ksrp, 6330409F21Rik, K, Fbp2]	NCBI GENE										
Glycolysis	fbp2	10090	16549	Khsrp	KH-type splicing regulatory protein	17 D|17 29.63 cM	17	active	protein-coding	[1336214, Fubp2, MGI:1336214, ENSMUSG00000007670, Ksrp, 6330409F21Rik, K, Fbp2]	NCBI GENE										
Pyruvate	Ldha	10090	16828	Ldha	lactate dehydrogenase A	7 B3|7 30.6 cM	7	active	protein-coding	[OTTMUSG00000016500, LDH, 96759, Ldh1, MGI:96759, Ldhm, Ldh-, l7R2, l7, ENSMUSG00000063229]	EpiMed GENSYM	9606	3939	LDHA	lactate dehydrogenase A	11p15.1	11	active	protein-coding	[RGD:2996, ENSG00000288299, HEL-S-133P, NM_005566, OTTHUMG00000167721, CCDS53610, CCDS53611, ENSG00000134333, MIM:150000, uc001mok.4, X02152, LDHA, CCDS7839, P00338, CCDS53609, MGI:96759, GSD11, 6535, CCDS44549, LDHM, PIG19, HGNC:6535]	NCBI GENE
Glycolysis	Ldha	10090	16828	Ldha	lactate dehydrogenase A	7 B3|7 30.6 cM	7	active	protein-coding	[OTTMUSG00000016500, LDH, 96759, Ldh1, MGI:96759, Ldhm, Ldh-, l7R2, l7, ENSMUSG00000063229]	EpiMed GENSYM	9606	3939	LDHA	lactate dehydrogenase A	11p15.1	11	active	protein-coding	[RGD:2996, ENSG00000288299, HEL-S-133P, NM_005566, OTTHUMG00000167721, CCDS53610, CCDS53611, ENSG00000134333, MIM:150000, uc001mok.4, X02152, LDHA, CCDS7839, P00338, CCDS53609, MGI:96759, GSD11, 6535, CCDS44549, LDHM, PIG19, HGNC:6535]	NCBI GENE
Pyruvate	Ldhal6B	10090	106557	Ldhal6b	lactate dehydrogenase A-like 6B	17 A1|17 3.17 cM	17	active	protein-coding	[OTTMUSG00000045083, MGI:2146830, Ldhal, AI326310, LD, ENSMUSG00000101959, 4933402O15Rik, LDHL, 2146830]	NCBI GENE	9606	92483	LDHAL6B	lactate dehydrogenase A like 6B	15q22.2	15	active	protein-coding	[AY009108, RGD:727955, LDHAL6, OTTHUMG00000132714, Q9BYZ2, NM_033195, LDH6B, MGI:2146830, ENSG00000171989, CCDS10171, HGNC:21481, 21481, uc002agb.5, LDHL, LDHAL6B]	NCBI GENE
Glycolysis	Ldhal6B	10090	106557	Ldhal6b	lactate dehydrogenase A-like 6B	17 A1|17 3.17 cM	17	active	protein-coding	[OTTMUSG00000045083, MGI:2146830, Ldhal, AI326310, LD, ENSMUSG00000101959, 4933402O15Rik, LDHL, 2146830]	NCBI GENE	9606	92483	LDHAL6B	lactate dehydrogenase A like 6B	15q22.2	15	active	protein-coding	[AY009108, RGD:727955, LDHAL6, OTTHUMG00000132714, Q9BYZ2, NM_033195, LDH6B, MGI:2146830, ENSG00000171989, CCDS10171, HGNC:21481, 21481, uc002agb.5, LDHL, LDHAL6B]	NCBI GENE
Pyruvate	Ldhb	10090	16832	Ldhb	lactate dehydrogenase B	6 G2|6 74.17 cM	6	active	protein-coding	[LDH-H, Ldh2, H-Ldh, Ldh-2, MGI:96763, LDH-B, 96763, AI790582, OTTMUSG00000016379, Ldh-, H-Ld, ENSMUSG00000030246]	EpiMed GENSYM	9606	3945	LDHB	lactate dehydrogenase B	12p12.1	12	active	protein-coding	[CCDS8691, ENSG00000111716, LDH-H, 6541, NM_002300, MGI:96763, HEL-S-281, uc001rfe.4, LDH-B, LDHB, OTTHUMG00000133760, MIM:150100, P07195, TRG-5, HGNC:6541, LDHBD, RGD:2997]	NCBI GENE
Glycolysis	Ldhb	10090	16832	Ldhb	lactate dehydrogenase B	6 G2|6 74.17 cM	6	active	protein-coding	[LDH-H, Ldh2, H-Ldh, Ldh-2, MGI:96763, LDH-B, 96763, AI790582, OTTMUSG00000016379, Ldh-, H-Ld, ENSMUSG00000030246]	EpiMed GENSYM	9606	3945	LDHB	lactate dehydrogenase B	12p12.1	12	active	protein-coding	[CCDS8691, ENSG00000111716, LDH-H, 6541, NM_002300, MGI:96763, HEL-S-281, uc001rfe.4, LDH-B, LDHB, OTTHUMG00000133760, MIM:150100, P07195, TRG-5, HGNC:6541, LDHBD, RGD:2997]	NCBI GENE
Pyruvate	Ldhc	10090	16833	Ldhc	lactate dehydrogenase C	7 B3|7 30.6 cM	7	active	protein-coding	[LDH-C4, Ldh, 96764, OTTMUSG00000027259, Ldh-x, Ldh3, MGI:96764, Ldh-, Ldh-3, Ldhc4, ENSMUSG00000030851]	EpiMed GENSYM	9606	3948	LDHC	lactate dehydrogenase C	11p15.1	11	active	protein-coding	[LDH3, 6544, MGI:96764, CCDS7840, OTTHUMG00000167722, LDHX, AY286300, uc001mon.5, CT32, LDHC, ENSG00000166796, MIM:150150, RGD:69366, NM_017448, HGNC:6544, P07864]	NCBI GENE
Glycolysis	Ldhc	10090	16833	Ldhc	lactate dehydrogenase C	7 B3|7 30.6 cM	7	active	protein-coding	[LDH-C4, Ldh, 96764, OTTMUSG00000027259, Ldh-x, Ldh3, MGI:96764, Ldh-, Ldh-3, Ldhc4, ENSMUSG00000030851]	EpiMed GENSYM	9606	3948	LDHC	lactate dehydrogenase C	11p15.1	11	active	protein-coding	[LDH3, 6544, MGI:96764, CCDS7840, OTTHUMG00000167722, LDHX, AY286300, uc001mon.5, CT32, LDHC, ENSG00000166796, MIM:150150, RGD:69366, NM_017448, HGNC:6544, P07864]	NCBI GENE
Pyruvate	Ldhd	10090	52815	Ldhd	lactate dehydrogenase D	8 E1|8 57.98 cM	8	active	protein-coding	[MGI:106428, 4733401P21Rik, ENSMUSG00000031958, 106428, D8Bwg1320e, DLD, OTTMUSG00000038174]	EpiMed GENSYM	9606	197257	LDHD	lactate dehydrogenase D	16q23.1	16	active	protein-coding	[Q86WU2, MGI:106428, NM_153486, CCDS10913, OTTHUMG00000137605, RGD:1308107, MIM:607490, HGNC:19708, LDHD, uc002fdm.4, ENSG00000166816, 19708, CCDS45529, DLACD, DLD, AY092767]	NCBI GENE
ERstress	Ldlr	10090	16835	Ldlr	low density lipoprotein receptor	9 A3|9 7.87 cM	9	active	protein-coding	[96765, OTTMUSG00000063513, ENSMUSG00000032193, Hlb301, MGI:96765]	EpiMed GENSYM	9606	3949	LDLR	low density lipoprotein receptor	19p13.2	19	active	protein-coding	[FHC, LDLCQ2, FH, P01130, MIM:606945, CCDS58651, LRG_274, AY114155, OTTHUMG00000171935, CCDS12254, MGI:96765, ENSG00000130164, NM_000527, HGNC:6547, uc002mqk.5, CCDS56085, CCDS56084, FHCL1, 6547, RGD:2998, LDLR, CCDS56083]	NCBI GENE
OXPHOS	Lhpp	10090	76429	Lhpp	phospholysine phosphohistidine inorganic pyrophosphate phosphatase	7 F3|7 76.3 cM	7	active	protein-coding	[1923679, OTTMUSG00000024032, ENSMUSG00000030946, MGI:1923679, 2310007H09Rik]	EpiMed GENSYM	9606	64077	LHPP	phospholysine phosphohistidine inorganic pyrophosphate phosphatase	10q26.13	10	active	protein-coding	[NM_022126, CCDS53587, Q9H008, ENSG00000107902, MIM:617231, OTTHUMG00000019214, AB049629, CCDS7640, RGD:1359187, uc001lhs.3, HDHD2B, 30042, HGNC:30042, CCDS81519, MGI:1923679, LHPP]	NCBI GENE
mtUPR	Lonp1	10090	74142	Lonp1	lon peptidase 1, mitochondrial	17 29.42 cM|17 D	17	active	protein-coding	[Pr, Prss15, MGI:1921392, 1921392, 1200017E13Rik, LON, ENSMUSG00000041168]	EpiMed GENSYM	9606	9361	LONP1	lon peptidase 1, mitochondrial	19p13.3	19	active	protein-coding	[CCDS62508, CCDS62507, CODASS, OTTHUMG00000180504, LONP, ENSG00000196365, MGI:1921392, 9479, PRSS15, P36776, uc002mcx.5, LON, CCDS12148, hLON, NM_004793, LonHS, PIM1, MIM:605490, LONP1, HGNC:9479, U02389, RGD:621598]	NCBI GENE
ERstress	Lpin1	10090	14245	Lpin1	lipin 1	12 A1.1|12 7.9 cM	12	active	protein-coding	[Lipin1, 1891340, ENSMUSG00000020593, L, MGI:1891340, fld]	EpiMed GENSYM	9606	23175	LPIN1	lipin 1	2p25.1	2	active	protein-coding	[CCDS58701, CCDS58699, CCDS58700, OTTHUMG00000119082, D80010, NM_145693, MIM:605518, KIAA0188, ENSG00000134324, CCDS1682, RGD:1307646, HGNC:13345, MGI:1891340, uc002rbt.5, PAP1, 13345, LPIN1, Q14693]	NCBI GENE
